created_at,default_profile,default_profile_image,description,favourites_count,followers_count,friends_count,geo_enabled,id,lang,location,profile_background_image_url,profile_image_url,screen_name,statuses_count,verified,tweet_ids,account_type
Thu Mar 22 01:34:54 +0000 2012,True,False,,1089,12,85,False,532810047,en,West Palm Beach,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1046875829047832576/pfQNNYca_normal.jpg,lyndaw8,1407,False,532810047,bot
Wed Oct 05 00:42:13 +0000 2011,False,False,G.S.S 315 to 281. A Wise Man learns from his mistakes but a Smart Man learns from a Wise Mans mistakes💯 #GoNavy #NavyStrong R.I.P GMa 7/21/1943 -2/09/2015,3108,139,340,False,385169988,en,MoCity,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1099746431370387456/zWyllOW9_normal.jpg,GrindShineStunt,4969,False,385169988,bot
Sun Nov 29 11:23:18 +0000 2015,True,False,🦄🐝🦋🦄🐝🦋,122076,482,371,False,4317377595,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/670930133356814336/hmA4x4Ks_normal.jpg,Louis__Tommy91,6162,False,4317377595,bot
Thu Oct 24 15:02:55 +0000 2013,True,False,,1367,5,20,True,2153131950,zh-cn,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/378800000641748353/02ef8fd0972357d614d988a8b3a85d5a_normal.jpeg,JenvaLeung,2050,False,2153131950,bot
Thu Mar 21 21:48:53 +0000 2013,True,False,,1677,5,0,False,1287036252,es,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3410920534/173e165bc7aa8211b0c9ef84ffeb506d_normal.jpeg,cristia70844305,2352,False,1287036252,bot
Sat Apr 25 17:09:11 +0000 2009,False,False,"Hard Working Truck Driver, You have it because We brought it to you. If you like to cut off trucks, do the math 80,000 lbs goes over 4,000 lbs with no change!",65499,2624,4850,False,35257944,en,East Of the Missippi / USA ,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1054487130225995776/mqrog27t_normal.jpg,workingtrucker,190383,False,35257944,human
Wed Jun 21 02:08:48 +0000 2017,True,False,ومافيىال بالله,9,1,0,False,877347538147454976,en,,,http://pbs.twimg.com/profile_images/881434395047059456/3CmYxf1Z_normal.jpg,jpvoqrsllturgh1,108,False,877347538147454976,bot
Sat Mar 12 05:25:15 +0000 2016,False,False,,1469,8,87,False,708524230778826752,zh-cn,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/983947478574686208/faIuktkh_normal.jpg,wo_ai_zhongguo,2131,False,708524230778826752,bot
Wed Oct 17 17:58:30 +0000 2012,False,False,"I take apart, poke, modify, reassemble, save the left over screws, invent, prototype, change, fix until it works, automate (I'm lazy)

I'm a maker",1030,6,0,False,887290369,en,"Bedford, MA, USA",http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/807702193327443968/kma2QtdQ_normal.jpg,memjr73,1893,False,887290369,bot
Tue Nov 01 18:09:38 +0000 2011,False,False,"Chief Strategist, Revere Asset Management | Founder, Fifth & Cherry | Love America, ☕️ & Stocks l Isaac T Dogg is my best friend | #StockNerd",10500,12315,7078,True,402876893,en,Dallas TX,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1067527610228531206/Jk6psJD4_normal.jpg,TJReazor,27435,False,402876893,human
Wed Jan 25 23:40:27 +0000 2017,False,False,*figuring it out*,2859,87,0,False,824401575934255104,en,Making ca$h,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/994340442840809473/AmbzE2WC_normal.jpg,xoz_69,12965,False,824401575934255104,human
Sat Jul 14 20:08:38 +0000 2012,True,False,,3404,44,0,False,635704839,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/805256957347053569/9Fns6Z5r_normal.jpg,erica_dewey,2527,False,635704839,bot
Sat Sep 22 16:08:38 +0000 2012,True,False,,1592,32,429,True,840012254,en,天朝上海,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2637811061/065d27ec4e0586ee79a11e806c0a621c_normal.jpeg,freewuyue,2261,False,840012254,bot
Sat Mar 22 05:34:03 +0000 2014,True,False,🌻 where the honey dips at 🦋,5957,219,185,True,2402730535,en,Dirty Dallas,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1124680667726589953/dIdyhtxD_normal.jpg,poncex13,6817,False,2402730535,human
Sat Feb 25 23:32:13 +0000 2012,False,False,"27. Williamsburg, Brooklyn.",2926,120,296,True,503704979,en,Maryland ,http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/3759504750/b66ad6f1d0a6d14e54dafe5c03ac767a_normal.jpeg,Kyle_Heeren,3510,False,503704979,bot
Fri Dec 03 01:51:35 +0000 2010,True,False,‎To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment,2604,85,127,False,222312939,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3464199720/4143b2a2d0ef7cae3f50832b2c878810_normal.jpeg,beigmatt,3478,False,222312939,bot
Fri Sep 02 23:17:26 +0000 2016,True,False,"Gosto do instável, do moviento, do ão linear, do dinamismo, e de nunca fazer igual. ou simples, amigo e sempre de bom humor.",288,1,0,False,771849545361883136,en,,,http://pbs.twimg.com/profile_images/771851170541436928/5sNo-Jy__normal.jpg,KittyJuletownse,460,False,771849545361883136,human
Wed May 27 17:52:21 +0000 2009,False,False,"Queer Punk Artist, Detroit, MI, USA
I have a genius level IQ, and I am ok with you referring to me as the Elite.
Rebel ancestor of a revolutionary war soldier.",1123,477,3158,True,42935959,en,"Detroit, MI",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/529453533637005312/vyXV1e-h_normal.jpeg,schizometric,20913,False,42935959,human
Mon Apr 27 23:28:22 +0000 2009,True,False,:),24,27,0,False,35904020,en,Wherever you are! ;),http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/547818676/SDC10168_normal.JPG,Amanda_Rmarques,538,False,35904020,human
Sun Aug 21 16:35:39 +0000 2011,True,False,,1278,10,0,False,359457433,es,barcelona,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/510340580556427264/5nbvJbNz_normal.jpeg,laurajuesas,1889,False,359457433,bot
Tue Nov 24 05:15:20 +0000 2015,True,False,,1964,13,0,False,4262481460,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/669021740081647617/JRpfZEeo_normal.png,vallabhbellows,2724,False,4262481460,bot
Sun Sep 04 19:07:51 +0000 2016,True,False,"Princss Mella,that girl.Thisis the official twitter for the Sweet Cokie",129,0,0,False,772511512623779840,en,,,http://pbs.twimg.com/profile_images/772516997175341056/rDYbmk0c_normal.jpg,phuongdang23421,244,False,772511512623779840,human
Sun Sep 04 14:29:20 +0000 2016,True,False,justanher linux blog,67,0,0,False,772441417713082368,en,,,http://pbs.twimg.com/profile_images/772444277620301824/QKvGrb5s_normal.jpg,kylee_wolske,183,False,772441417713082368,human
Tue Jan 03 02:35:38 +0000 2012,False,False,"Esos días en los que no sabes que te pasa, te falta algo, alguien, no lo sabes, pero estás de bajón.",1055,11,0,True,453585357,es,tijuana ,http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/378800000298640238/bd379ba7af1272c7afe29e5a12374453_normal.jpeg,10Eltorres,1480,False,453585357,bot
Fri Sep 23 06:46:17 +0000 2016,True,False,one loyal guy tamfollowbackswag ifollowbac teamfollowback teambased teamswag teamhooper,383,5,0,False,779210259315523584,en,,,http://pbs.twimg.com/profile_images/779211514712653824/C3qrmmLf_normal.jpg,RodgersPuppy,772,False,779210259315523584,human
Sat Feb 04 08:52:16 +0000 2017,True,False,Chinese 娛樂 政府與政治 太空,1184,2,117,False,827801938951409668,en,United States,,http://pbs.twimg.com/profile_images/827805722024898560/8CrSmGDk_normal.jpg,LicE6kQMVS8Sh55,1739,False,827801938951409668,bot
Thu Aug 29 16:23:43 +0000 2013,True,False,,2276,5,15,False,1710398022,en,Havasu,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/378800000388439642/cfbb7e1a99cb520bbb223f503775e832_normal.jpeg,ryanspencer700,3252,False,1710398022,bot
Fri May 02 22:47:10 +0000 2014,True,False,"optimist who listens to pessimistic music. aspiring jim , but @totpband insists that i'm plop. musician,  merch/lights guy, osu alum. ig: justin_dunwiddie",1835,10,0,False,2474636095,en,London...mainly,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/705851660820738048/7GmGcELR_normal.jpg,JustinDunwiidde,1875,False,2474636095,bot
Fri Nov 25 03:58:02 +0000 2016,True,False,,4944,254,74,True,801998351340290048,en,,,http://pbs.twimg.com/profile_images/1123050625321852929/JZzmak2u_normal.jpg,yessicawest,23488,False,801998351340290048,human
Tue Feb 26 03:00:20 +0000 2013,True,False,,2228,24,0,False,1220326424,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3309123264/218e8e0d44dca05feb498467d42df160_normal.jpeg,danimalia1357,3121,False,1220326424,bot
Sat Apr 20 00:59:22 +0000 2013,True,False,,1004,12,23,True,1365797749,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/471642769790738433/Rk4RtEvb_normal.jpeg,BlevensGeorge,1518,False,1365797749,bot
Mon Mar 30 20:06:30 +0000 2009,False,False,"Visual Artist addicted 2 Creating  ~Quote from Einstein says it all, Time an illusion, Although a convincing one!",2155,386,1788,True,27716022,en,Kansas,http://abs.twimg.com/images/themes/theme4/bg.gif,http://pbs.twimg.com/profile_images/1563144133/Photo_93_normal.jpg,MzLauraHurcomb,16877,False,27716022,human
Sat Sep 02 07:16:49 +0000 2017,True,False,"Raising the profile of businesses by taking professioalphotographs of people,products, and events for websites and the press. Also individual portraits.",359,3,0,False,903879368233050113,en,,,http://pbs.twimg.com/profile_images/903890803130458112/XQDW0WYt_normal.jpg,vanetta_palya,690,False,903879368233050113,human
Sat Sep 03 04:10:09 +0000 2016,True,False,poker player,1329,17,21,False,771923209323159554,en,,,http://pbs.twimg.com/profile_images/776783686855368704/iDRu7IcH_normal.jpg,avrora_kulakova,1328,False,771923209323159554,bot
Sun Sep 04 12:02:36 +0000 2016,True,False,"Learn fom Marshall to be not afraid, lean from Rihanna to be yourself, learn from Justin to follow your dreams, andlearn from Britney to just let loose.",82,1,0,False,772404492222492672,en,,,http://pbs.twimg.com/profile_images/772407548226011136/gVitZ5WS_normal.jpg,Arnetteaustin32,178,False,772404492222492672,human
Wed Jul 18 05:26:56 +0000 2012,False,False,,2063,37,0,False,702428508,en,,http://abs.twimg.com/images/themes/theme10/bg.gif,http://pbs.twimg.com/profile_images/586212256041447424/fZdJaH1d_normal.jpg,deleteed1__,2911,False,702428508,bot
Fri Jul 24 15:25:15 +0000 2009,False,False,,709,53,0,True,59808557,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1278347813/001_-_Copy1_normal.jpg,Erock512,1696,False,59808557,human
Thu Jan 28 20:24:10 +0000 2010,False,False,,2423,70,0,True,109361821,pt,"Manaus, Brasil",http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/891873351626608640/GQQWFkMK_normal.jpg,Joaopeedro92,4131,False,109361821,bot
Thu Aug 16 18:21:59 +0000 2012,True,False,"Associate Professor, Exercise Science; AE for Educ @TJACSM, Chair ACSM #ActivEarth, food policy & active living; rock music, sports, cars, cats; opinions my own",21873,1085,1297,True,762062570,en,Carolinas,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1095505261677236225/oY1oNU4U_normal.jpg,JanetRWojcikPhD,26422,False,762062570,human
Tue Feb 26 22:01:28 +0000 2008,False,False,Making genetics mainstream @Invitae. Xoogler. Best friends with @dashthedingo. Non-profit artist: https://t.co/yxzaqjee5z,168142,44037,5571,True,14031032,en,"San Francisco, CA",http://abs.twimg.com/images/themes/theme6/bg.gif,http://pbs.twimg.com/profile_images/1069999198790082560/WS4znI9B_normal.jpg,AdamSinger,154449,True,14031032,human
Mon Jan 04 20:46:55 +0000 2010,True,False,,594,28,92,False,101859201,en,Edinburgh,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3380100118/f084e04901c86de39a5f156a708c6f7c_normal.jpeg,Jacki129,840,False,101859201,bot
Mon Jul 06 01:17:52 +0000 2009,False,True,,20,12,0,False,54065903,en,everywhere,http://abs.twimg.com/images/themes/theme9/bg.gif,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,chasingthegirl,150,False,54065903,human
Fri Mar 26 22:02:13 +0000 2010,True,False,"i love christian beadles, justin bieber and cody simspon",11,11,0,False,126753173,en,australia,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/955453399/christian_beadles_normal.jpg,bubblegunnn,110,False,126753173,human
Mon May 28 06:55:37 +0000 2012,True,False,,1913,20,563,False,592565301,en,New Zealand,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/760221410392354816/xRPJY34D_normal.jpg,katelynbiss,2608,False,592565301,bot
Thu Mar 13 09:45:10 +0000 2014,False,False,,1353,6,17,False,2386701613,zh-cn,beijing,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/555570948032561153/kMFjdDzS_normal.jpeg,staryang2014,1998,False,2386701613,bot
Tue Aug 30 15:15:24 +0000 2011,False,False,E-Concept Developer & Promoter,2365,49,81,False,364913101,en,Copenhagen,http://abs.twimg.com/images/themes/theme18/bg.gif,http://pbs.twimg.com/profile_images/542217109367824384/HT3Kmd2o_normal.jpeg,oddnysunna,3232,False,364913101,bot
Sun Aug 06 12:45:18 +0000 2017,True,False,Ткелажные работы Краснодар. Перемеение любых грузов до 150 тонн.89898105000 Максм.,79,1,0,False,894177562951385089,en,,,http://pbs.twimg.com/profile_images/894187616077307905/5F8jrtVe_normal.jpg,byjjpraobqmlc31,139,False,894177562951385089,human
Thu Nov 12 05:51:20 +0000 2015,True,False,,1321,7,27,True,4209284126,en,"Salamanca, Spain",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/664684213350723586/HyGnB6pz_normal.jpg,BelBelPei,1902,False,4209284126,bot
Wed Feb 10 00:09:48 +0000 2010,False,False,"The dream is free, but the hustle is sold separately.",321,27866,72,False,112872946,en,Toronto,http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/378800000082257081/6edd185661b40bfc2243f52e375155d6_normal.png,BioStocks,37098,False,112872946,human
Wed Feb 15 17:47:37 +0000 2012,False,False,,2336,293,99,True,493326395,es,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/970458489314213893/KhrXOEUW_normal.jpg,joveneymar,164,False,493326395,human
Sat Apr 25 22:04:04 +0000 2015,False,False,"Creative . Providing marketing, presentation, Web, and proposal services to the global  CSC.",1987,11,0,False,3207567112,en,Arizona,http://abs.twimg.com/images/themes/theme7/bg.gif,http://pbs.twimg.com/profile_images/610365720661069824/egjYfvc8_normal.jpg,SCC_Creatiev,2198,False,3207567112,bot
Tue Jun 20 12:39:53 +0000 2017,True,False,لاله الا اله وحده لاشريك له له الملك وله الحمد وو على كل شي قدير-سبحان الله وبحمدة سبحان الله العظيم.,16,0,0,False,877143967783153664,en,,,http://pbs.twimg.com/profile_images/881434632922832896/yFh05S7d_normal.jpg,jwabqbwlb2315,145,False,877143967783153664,bot
Tue Dec 20 01:32:52 +0000 2016,False,False,Investing in Stocks with a WHY!,65557,1291,4512,False,811021515323895812,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/811023344787038208/NSH-Eycu_normal.jpg,YTradeStocks,3473,False,811021515323895812,human
Tue Feb 07 19:40:03 +0000 2012,False,False,New twitter - @jahidahmedd,8131,354,179,False,485971011,en,Manchester,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1110482408904839168/PXMX4YkY_normal.jpg,jahidahmed69,18338,False,485971011,human
Tue Sep 27 00:21:30 +0000 2011,True,False,21,4546,485,403,True,380642730,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1127262258810241024/pOIaL2LL_normal.jpg,sebriones97,37130,False,380642730,human
Sun Jul 18 02:13:51 +0000 2010,False,False,,2270,34,0,False,167981848,pt,,http://abs.twimg.com/images/themes/theme12/bg.gif,http://pbs.twimg.com/profile_images/1080802521/eu_normal.jpg,sabygremista,3261,False,167981848,bot
Mon Mar 24 17:08:07 +0000 2014,False,False,Star gazing evangelist   missions.,3505,12,0,False,2409295188,en,"New York, NY",http://abs.twimg.com/images/themes/theme11/bg.gif,http://pbs.twimg.com/profile_images/608727484432019458/bC4dEd0d_normal.jpg,aPreja7,3828,False,2409295188,bot
Thu Dec 09 12:20:40 +0000 2010,True,False,Nowheres for the geniuses cause thats where i belong,2322,295,0,False,224609140,en,cambridge ,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/449481296579141632/i-sa88_2_normal.jpeg,Corkizl,4113,False,224609140,bot
Fri Aug 27 22:50:50 +0000 2010,True,False,,1365,337,6,False,183799248,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1360147737/23113_normal.jpg,joyamiyao,1997,False,183799248,bot
Wed Apr 02 09:03:49 +0000 2014,True,False,"婚礼摄影师
Wedding photographer
結婚式カメラマン
E-mail:414050407@qq.com",1194,18,54,False,2423493476,zh-cn,China SZ,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/636945689805635584/N1gnmGXk_normal.jpg,alan_liusk,1729,False,2423493476,bot
Sat Apr 25 22:15:11 +0000 2009,False,False,Rubik's cube.,2369,9,14,False,35325237,en,"Westminster, California",http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/2189328517/i8T9Kkak_normal,mailbox_head,3276,False,35325237,bot
Wed Aug 03 01:08:28 +0000 2011,False,False,,1037,18,0,False,347581212,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3746996542/7e656b18e571ba37c9dd2feacffd2d01_normal.jpeg,7la_alko0on,1508,False,347581212,bot
Fri Nov 11 22:05:01 +0000 2011,False,False,🇵🇷🇺🇸🇵🇷,2403,152,45,True,410282817,en,,http://abs.twimg.com/images/themes/theme10/bg.gif,http://pbs.twimg.com/profile_images/1114751596615884802/5w5YsMb3_normal.jpg,AkinesItianna,2461,False,410282817,human
Thu Jan 21 01:16:59 +0000 2010,False,False,"Got a business degree. Now what the fuck do I do? - Millennial bored with life. 



Twitch: Kidicarusx.",24680,432,643,True,106901519,en,"ME, USA",http://abs.twimg.com/images/themes/theme4/bg.gif,http://pbs.twimg.com/profile_images/692940687210364930/aXpYaYyu_normal.jpg,Castleinferno,103491,False,106901519,human
Thu Sep 04 22:47:37 +0000 2014,True,False,20 🥀,3036,899,874,True,2761531336,en,"Houston, TX",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1108200838219132928/ZEUR3pW9_normal.jpg,youngflacko_13,11266,False,2761531336,human
Tue Jun 20 22:15:10 +0000 2017,True,False,‏‏‏‏‏‏‏‏‏‏سبحان الله ،،، الحمدلله ،،، لا إله إلا الل،،، الله اكبر،،،                  تضيق بناالحيآة او لاتضيق .... سنقول لها وداعاً وينتهي الطريق...!,36,0,0,False,877288743643881473,en,,,http://pbs.twimg.com/profile_images/879585350183780352/Ka5z1tbq_normal.jpg,bqkmjtzkofp2701,241,False,877288743643881473,bot
Wed Dec 03 03:56:57 +0000 2008,False,False,"Design, PR, Brooklyn, kids, what have you.",57,256,0,False,17828140,en,"Brooklyn, NY",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1995134901/Jessica_Tolliver_BW_Small_normal.jpg,JessicaTolliver,806,False,17828140,human
Fri Jan 20 19:48:15 +0000 2012,True,False,,2554,27,80,False,469607142,sv,"lidingö, Stockhoolm",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/485750776535736320/m5byykfI_normal.jpeg,ahuulu,3566,False,469607142,bot
Sun Nov 06 00:11:58 +0000 2011,False,False,"My name is Jordinn, I love @Beauty_OMG , I wanna dye her hair pink & feed her snickers all day :) #TeamOMG all day ! :)",29,101,0,False,405911687,en,with Finn & Jake,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2261516064/1damnn_normal.jpg,BahjasWIFE,409,False,405911687,human
Thu Mar 21 19:32:27 +0000 2013,False,False,"More Sex, More Drugs, More Money #3HUNNA",18,23,0,False,1286777672,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3446136172/f7d343babab33309f8de7ca84f6348f0_normal.jpeg,TLittle300,99,False,1286777672,human
Sun Jan 29 03:44:09 +0000 2012,False,False,Founder/Artistic Director of MIDNIGHT STUDIOS. AWGE.,6723,18965,3,True,477365128,en,LOS ANGELES,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/936844077005357056/2b6YkZFp_normal.jpg,SHANEAVELI,558,True,477365128,human
Tue Sep 16 05:00:53 +0000 2014,True,False,,1475,176,0,True,2812456412,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/511742889425006592/v8q4S1HX_normal.jpeg,blendzino,1856,False,2812456412,bot
Sat Sep 03 02:47:41 +0000 2016,True,False,"dotcom refugee, back in corporate land",788,17,0,False,771902456385015808,en,,,http://pbs.twimg.com/profile_images/776783581750370304/6HZfmLdL_normal.jpg,ovchinnikovaep4,788,False,771902456385015808,bot
Sun Apr 29 20:58:47 +0000 2012,True,False,,2692,11,54,False,566666630,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2423969337/44xpozhmahzxdf88hfs9_normal.jpeg,deadeye985,3374,False,566666630,bot
Sun May 27 01:30:22 +0000 2012,False,False,,2251,16,37,False,591406136,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2253090592/love-11_normal.jpg,BriannaYorke,3224,False,591406136,bot
Fri Aug 28 05:16:32 +0000 2009,False,False,,1376,10,0,False,69512214,en,La jolla,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1104787823/IMG_1478_normal.jpg,tomatobee,2032,False,69512214,bot
Wed Jun 24 16:36:41 +0000 2015,False,False,https://t.co/nMMYZXnp6f,510,17,7,False,3344231055,ru,Пермь,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/841681092491001856/shZDVuGM_normal.jpg,AlexandrFiner,631,False,3344231055,bot
Sat Jan 07 19:10:42 +0000 2012,False,False,𝟽 𝟽 𝟽 • love you later🎭,81914,1192,455,True,457731570,en,hella out here,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1128517256856657920/1bQYvlYo_normal.jpg,bbyouttapocket,61450,False,457731570,human
Sun Oct 14 02:01:44 +0000 2012,False,False,,3209,132,281,True,879108540,en,,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/703974898641858560/0TKH3sKu_normal.jpg,Mafia_Mike2552,10607,False,879108540,bot
Mon Oct 12 22:15:11 +0000 2015,False,False,Pay my dues to Allah so my soul gets reimbursed🚀~ Allahu Akbar! 🤲🏽 ~ 6’2 💤,8091,651,676,False,3940886297,en,NY🚀DMV,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1000780950698102784/0Zn0_DAo_normal.jpg,asvpmeek,5246,False,3940886297,human
Sat Aug 26 02:44:48 +0000 2017,True,False,"Все Акции и Сидки города Петропавловска,а так же области! Будьте всегда в курсе того, де именно выгодно покупать!",105,0,0,False,901274200119365632,en,,,http://pbs.twimg.com/profile_images/901281588322996225/eMvoT0y-_normal.jpg,grjvnfwpl1955,171,False,901274200119365632,human
Sun Sep 04 20:06:59 +0000 2016,True,False,"get at me for free beats | songwriter | producer | r&b,rock,rap,hp hop,anything | dm me if u want a beat or lyris | follo me on tumblr and see beats i make",61,1,0,False,772526392131149824,en,,,http://pbs.twimg.com/profile_images/772527950302445568/n094aoth_normal.jpg,LubicIleen,119,False,772526392131149824,human
Sat Dec 26 18:23:16 +0000 2009,False,False,,2013,74,304,True,99550398,es,chile - region metropolitana,http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/3167750724/6369cece4457b38a8c19ea7b69d7cc1e_normal.jpeg,danni_vargasmey,3331,False,99550398,human
Sat Sep 03 02:55:37 +0000 2016,True,False,Business and Financial News,1332,20,35,False,771904453700116480,en,,,http://pbs.twimg.com/profile_images/776783367224303617/hHXs0aAy_normal.jpg,merkushevaermi2,1332,False,771904453700116480,bot
Tue Dec 08 00:16:48 +0000 2009,False,False,"“Fuck outta my business, can’t do shit, we ain’t associates."" #TrendSetter #TrueHomies",59572,858,1169,True,95311656,en,"San Jose, CA",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1128157190718574592/2sDoqZFU_normal.jpg,cbayan35,46682,False,95311656,human
Tue Nov 08 23:04:39 +0000 2011,True,False,I am nobody but myself.  You are no one to judge.. I like me for me and that's what counts.,2669,69,162,False,408070723,en,"Hollywood, Fl",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1083573783540232192/zFEUmbnt_normal.jpg,ShAwTyRaCeRx,4791,False,408070723,bot
Sat Jun 12 11:23:11 +0000 2010,False,False,,2194,65,90,False,154853508,en,Bangalore,http://abs.twimg.com/images/themes/theme2/bg.gif,http://pbs.twimg.com/profile_images/1294949668/shakeeb_normal.jpg,_shakeeb,3246,False,154853508,bot
Mon Oct 27 15:19:24 +0000 2008,False,False,Love at First Write!,246,559,956,False,17000180,en,Ohio,http://abs.twimg.com/images/themes/theme4/bg.gif,http://pbs.twimg.com/profile_images/63096042/jenspensavi_1__normal.jpg,jenspens,701,False,17000180,human
Mon Aug 19 13:02:22 +0000 2013,False,False,Stay crazy be relaxed.    Also a ShanghaiGreeter  http://t.co/vhXkc8xUUM,1376,2,38,False,1683185646,zh-cn,Shanghai CHN,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/378800000848083545/91d6e02668aa6e5876f2a2ed27419635_normal.jpeg,antonzzh,2077,False,1683185646,bot
Tue Feb 08 23:59:18 +0000 2011,False,False,"Follower of Jesus Christ, Husband, Father, Pastor, RedSox and NY Giants Fan, Faith and Culture based.",6890,3386,3200,True,249402329,en,Virginia,http://abs.twimg.com/images/themes/theme6/bg.gif,http://pbs.twimg.com/profile_images/489894958334111745/053jf2rA_normal.jpeg,rab1051,22089,False,249402329,human
Sun Sep 04 19:25:02 +0000 2016,True,False,"Basically I am a nice, fu person who is a MASSIVE Michael Jackson fan. So I am trying my bes to spread his mssage of L.O.V.E.",138,0,0,False,772515833683804160,en,,,http://pbs.twimg.com/profile_images/772517348666404864/knryJkgs_normal.jpg,dottie_landaal,264,False,772515833683804160,human
